0, 3.0
1, 13.0
2, 29.0
3, 51.0
4, 79.0
5, 113.0
6, 153.0
7, 199.0
8, 251.0
9, 309.0
10, 373.0
11, 443.0
12, 519.0
13, 601.0
14, 689.0
15, 783.0
16, 883.0
17, 989.0
18, 1101.0
19, 1219.0
20, 1343.0
21, 1473.0
22, 1609.0
23, 1751.0
24, 1899.0
25, 2053.0
26, 2213.0
27, 2379.0
28, 2551.0
29, 2729.0
30, 2913.0
31, 3103.0
32, 3299.0
33, 3501.0
34, 3709.0
35, 3923.0
36, 4143.0
37, 4369.0
38, 4601.0
39, 4839.0
40, 5083.0
41, 5333.0
42, 5589.0
43, 5851.0
44, 6119.0
45, 6393.0
46, 6673.0
47, 6959.0
48, 7251.0
49, 7549.0
50, 7853.0
51, 8163.0
52, 8479.0
53, 8801.0
54, 9129.0
55, 9463.0
56, 9803.0
57, 10149.0
58, 10501.0
59, 10859.0
60, 11223.0
61, 11593.0
62, 11969.0
63, 12351.0
64, 12739.0
65, 13133.0
66, 13533.0
67, 13939.0
68, 14351.0
69, 14769.0
70, 15193.0
71, 15623.0
72, 16059.0
73, 16501.0
74, 16949.0
75, 17403.0
76, 17863.0
77, 18329.0
78, 18801.0
79, 19279.0
80, 19763.0
81, 20253.0
82, 20749.0
83, 21251.0
84, 21759.0
85, 22273.0
86, 22793.0
87, 23319.0
88, 23851.0
89, 24389.0
90, 24933.0
91, 25483.0
92, 26039.0
93, 26601.0
94, 27169.0
95, 27743.0
96, 28323.0
97, 28909.0
98, 29501.0
99, 30099.0
