0, 176.6
1, 176.6
2, 176.6
3, 176.6
4, 176.6
5, 176.6
6, 320.7
7, 324.2
8, 266.8
9, 399.3
10, 453.0
11, 489.5
12, 595.6
13, 769.8
14, 844.4
15, 1006.9
16, 1036.5
17, 1122.8
18, 1194.2
19, 1286.1
20, 1451.0
21, 1688.1
22, 1803.0
23, 1837.5
24, 2028.9
25, 2011.7
26, 2055.0
27, 2291.8
28, 2543.0
29, 2618.7
30, 2774.1
31, 2948.8
32, 3139.1
33, 3430.4
34, 3565.4
35, 3767.5
36, 4075.9
37, 4221.7
38, 4418.7
39, 4696.3
40, 4848.6
41, 5098.3
42, 5331.2
43, 5619.8
44, 5983.5
45, 6315.2
46, 6530.3
47, 6881.0
48, 7155.5
49, 7344.3
50, 7684.9
51, 7854.8
52, 8270.4
53, 8526.2
54, 8862.4
55, 9304.6
56, 9706.2
57, 9973.5
58, 10443.6
59, 10911.3
60, 11231.0
61, 11597.2
62, 11808.4
63, 12089.1
64, 12469.8
65, 12823.9
66, 13291.9
67, 13703.2
68, 14142.2
69, 14519.8
70, 14986.1
71, 15580.2
72, 16076.1
73, 16501.5
74, 16886.8
75, 17282.0
76, 17583.0
77, 18040.2
78, 18374.8
79, 18901.2
80, 19314.5
81, 19633.9
82, 20127.5
83, 20704.3
84, 21220.4
85, 21658.3
86, 22236.1
87, 22805.6
88, 23464.5
89, 24055.2
90, 24681.8
91, 25378.3
92, 25925.5
93, 26442.7
94, 26970.6
95, 27549.1
96, 27549.1
97, 27549.1
98, 27549.1
99, 27549.1
